Tuổi,Nghỉ_việc,Tần_suất_công_tác,Mức_tính_theo_ngày,Phòng_ban,Khoảng_cách_từ_nhà,Trình_độ_học_vấn,Chuyên_ngành_đào_tạo,Số_lượng_nhân_viên,Mã_nhân_viên,Mức_hài_lòng_môi_trường,Giới_tính,Mức_tính_theo_giờ,Mức_độ_gắn_kết_công_việc,Cấp_bậc_công_việc,Vai_trò_công_việc,Mức_hài_lòng_công_việc,Tình_trạng_hôn_nhân,Thu_nhập_hàng_tháng,Mức_tính_theo_tháng,Số_công_ty_đã_làm,Trên_18_tuổi,Làm_thêm_giờ,Tỷ_lệ_tăng_lương_phần_trăm,Đánh_giá_hiệu_suất,Mức_hài_lòng_mối_quan_hệ,Số_giờ_tiêu_chuẩn,Mức_quyền_chọn_cổ_phiếu,Tổng_số_năm_làm_việc,Số_lần_đào_tạo_năm_trước,Cân_bằng_công_việc_cuộc_sống,Số_năm_tại_công_ty,Số_năm_ở_vai_trò_hiện_tại,Số_năm_từ_lần_thăng_chức_gần_nhất,Số_năm_làm_với_quản_lý_hiện_tại
32,Không,Không_công_tác,1184,Nghiên_cứu_và_Phát_triển,1,3,Khoa_học_sự_sống,1,951,3,Nữ,70,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Đã_kết_hôn,2332,3974,6,Có,Không,20,4,3,80,0,5,3,3,3,0,0,2
25,Có,Ít_khi_công_tác,867,Kinh_doanh,19,2,Tiếp_thị,1,952,3,Nam,36,2,1,Đại_diện_kinh_doanh,2,Đã_kết_hôn,2413,18798,1,Có,Có,18,3,3,80,3,1,2,3,1,0,0,0
40,Không,Ít_khi_công_tác,658,Kinh_doanh,10,4,Tiếp_thị,1,954,1,Nam,67,2,3,Chuyên_viên_kinh_doanh,2,Ly_hôn,9705,20652,2,Có,Không,12,3,2,80,1,11,2,2,1,0,0,0
26,Không,Thường_xuyên_công_tác,1283,Kinh_doanh,1,3,Y_khoa,1,956,3,Nam,52,2,2,Chuyên_viên_kinh_doanh,1,Độc_thân,4294,11148,1,Có,Không,12,3,2,80,0,7,2,3,7,7,0,7
41,Không,Ít_khi_công_tác,263,Nghiên_cứu_và_Phát_triển,6,3,Y_khoa,1,957,4,Nam,59,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,4721,3119,2,Có,Có,13,3,3,80,0,20,3,3,18,13,2,17
36,Không,Ít_khi_công_tác,938,Nghiên_cứu_và_Phát_triển,2,4,Y_khoa,1,958,3,Nam,79,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Độc_thân,2519,12287,4,Có,Không,21,4,3,80,0,16,6,3,11,8,3,9
19,Có,Ít_khi_công_tác,419,Kinh_doanh,21,3,Khác,1,959,4,Nam,37,2,1,Đại_diện_kinh_doanh,2,Độc_thân,2121,9947,1,Có,Có,13,3,2,80,0,1,3,4,1,0,0,0
20,Có,Ít_khi_công_tác,129,Nghiên_cứu_và_Phát_triển,4,3,Bằng_kỹ_thuật,1,960,1,Nam,84,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,2973,13008,1,Có,Không,19,3,2,80,0,1,2,3,1,0,0,0
31,Không,Ít_khi_công_tác,616,Nghiên_cứu_và_Phát_triển,12,3,Y_khoa,1,961,4,Nữ,41,3,2,Đại_diện_chăm_sóc_sức_khỏe,4,Đã_kết_hôn,5855,17369,0,Có,Có,11,3,3,80,2,10,2,1,9,7,8,5
40,Không,Thường_xuyên_công_tác,1469,Nghiên_cứu_và_Phát_triển,9,4,Y_khoa,1,964,4,Nam,35,3,1,Nhà_nghiên_cứu_khoa_học,2,Ly_hôn,3617,25063,8,Có,Có,14,3,4,80,1,3,2,3,1,1,0,0
32,Không,Ít_khi_công_tác,498,Nghiên_cứu_và_Phát_triển,3,4,Y_khoa,1,966,3,Nữ,93,3,2,Giám_đốc_sản_xuất,1,Đã_kết_hôn,6725,13554,1,Có,Không,12,3,3,80,1,8,2,4,8,7,6,3
36,Có,Ít_khi_công_tác,530,Kinh_doanh,3,1,Khoa_học_sự_sống,1,967,3,Nam,51,2,3,Chuyên_viên_kinh_doanh,4,Đã_kết_hôn,10325,5518,1,Có,Có,11,3,1,80,1,16,6,3,16,7,3,7
33,Không,Ít_khi_công_tác,1069,Nghiên_cứu_và_Phát_triển,1,3,Khoa_học_sự_sống,1,969,2,Nữ,42,2,2,Đại_diện_chăm_sóc_sức_khỏe,4,Độc_thân,6949,12291,0,Có,Không,14,3,1,80,0,6,3,3,5,0,1,4
37,Có,Ít_khi_công_tác,625,Kinh_doanh,1,4,Khoa_học_sự_sống,1,970,1,Nam,46,2,3,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,10609,14922,5,Có,Không,11,3,3,80,0,17,2,1,14,1,11,7
45,Không,Không_công_tác,805,Nghiên_cứu_và_Phát_triển,4,2,Khoa_học_sự_sống,1,972,3,Nam,57,3,2,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Đã_kết_hôn,4447,23163,1,Có,Không,12,3,2,80,0,9,5,2,9,7,0,8
29,Không,Thường_xuyên_công_tác,1404,Kinh_doanh,20,3,Bằng_kỹ_thuật,1,974,3,Nữ,84,3,1,Đại_diện_kinh_doanh,4,Đã_kết_hôn,2157,18203,1,Có,Không,15,3,2,80,1,3,5,3,3,1,0,2
35,Không,Ít_khi_công_tác,1219,Kinh_doanh,18,3,Y_khoa,1,975,3,Nữ,86,3,2,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,4601,6179,1,Có,Không,16,3,2,80,0,5,3,3,5,2,1,0
52,Không,Ít_khi_công_tác,1053,Nghiên_cứu_và_Phát_triển,1,2,Khoa_học_sự_sống,1,976,4,Nam,70,3,4,Quản_lý,4,Đã_kết_hôn,17099,13829,2,Có,Không,15,3,2,80,1,26,2,2,9,8,7,8
58,Có,Ít_khi_công_tác,289,Nghiên_cứu_và_Phát_triển,2,3,Bằng_kỹ_thuật,1,977,4,Nam,51,3,1,Nhà_nghiên_cứu_khoa_học,3,Độc_thân,2479,26227,4,Có,Không,24,4,1,80,0,7,4,3,1,0,0,0
53,Không,Ít_khi_công_tác,1376,Kinh_doanh,2,2,Y_khoa,1,981,3,Nam,45,3,4,Quản_lý,3,Ly_hôn,14852,13938,6,Có,Không,13,3,3,80,1,22,3,4,17,13,15,2
30,Không,Ít_khi_công_tác,231,Kinh_doanh,8,2,Khác,1,982,3,Nam,62,3,3,Chuyên_viên_kinh_doanh,3,Ly_hôn,7264,9977,5,Có,Không,11,3,1,80,1,10,2,4,8,4,7,7
38,Không,Không_công_tác,152,Kinh_doanh,10,3,Bằng_kỹ_thuật,1,983,3,Nữ,85,3,2,Chuyên_viên_kinh_doanh,4,Độc_thân,5666,19899,1,Có,Có,13,3,2,80,0,6,1,3,5,3,1,3
35,Không,Ít_khi_công_tác,882,Kinh_doanh,3,4,Khoa_học_sự_sống,1,984,4,Nam,92,3,3,Chuyên_viên_kinh_doanh,4,Ly_hôn,7823,6812,6,Có,Không,13,3,2,80,1,12,2,3,10,9,0,8
39,Không,Ít_khi_công_tác,903,Kinh_doanh,2,5,Khoa_học_sự_sống,1,985,1,Nam,41,4,3,Chuyên_viên_kinh_doanh,3,Độc_thân,7880,2560,0,Có,Không,18,3,4,80,0,9,3,3,8,7,0,7
40,Có,Không_công_tác,1479,Kinh_doanh,24,3,Khoa_học_sự_sống,1,986,2,Nữ,100,4,4,Chuyên_viên_kinh_doanh,2,Độc_thân,13194,17071,4,Có,Có,16,3,4,80,0,22,2,2,1,0,0,0
47,Không,Thường_xuyên_công_tác,1379,Nghiên_cứu_và_Phát_triển,16,4,Y_khoa,1,987,3,Nam,64,4,2,Giám_đốc_sản_xuất,3,Ly_hôn,5067,6759,1,Có,Có,19,3,3,80,0,20,3,4,19,10,2,7
36,Không,Không_công_tác,1229,Kinh_doanh,8,4,Bằng_kỹ_thuật,1,990,1,Nam,84,3,2,Chuyên_viên_kinh_doanh,4,Ly_hôn,5079,25952,4,Có,Không,13,3,4,80,2,12,3,3,7,7,0,7
31,Có,Không_công_tác,335,Nghiên_cứu_và_Phát_triển,9,2,Y_khoa,1,991,3,Nam,46,2,1,Nhà_nghiên_cứu_khoa_học,1,Độc_thân,2321,10322,0,Có,Có,22,4,1,80,0,4,0,3,3,2,1,2
33,Không,Không_công_tác,722,Kinh_doanh,17,3,Khoa_học_sự_sống,1,992,4,Nam,38,3,4,Quản_lý,3,Độc_thân,17444,20489,1,Có,Không,11,3,4,80,0,10,2,3,10,8,6,0
29,Có,Ít_khi_công_tác,906,Nghiên_cứu_và_Phát_triển,10,3,Khoa_học_sự_sống,1,994,4,Nữ,92,2,1,Nhà_nghiên_cứu_khoa_học,1,Độc_thân,2404,11479,6,Có,Có,20,4,3,80,0,3,5,3,0,0,0,0
33,Không,Ít_khi_công_tác,461,Nghiên_cứu_và_Phát_triển,13,1,Khoa_học_sự_sống,1,995,2,Nữ,53,3,1,Nhà_nghiên_cứu_khoa_học,4,Độc_thân,3452,17241,3,Có,Không,18,3,1,80,0,5,4,3,3,2,0,2
45,Không,Ít_khi_công_tác,974,Nghiên_cứu_và_Phát_triển,1,4,Y_khoa,1,996,4,Nữ,91,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Ly_hôn,2270,11005,3,Có,Không,14,3,4,80,2,8,2,3,5,3,0,2
50,Không,Ít_khi_công_tác,1126,Nghiên_cứu_và_Phát_triển,1,2,Y_khoa,1,997,4,Nam,66,3,4,Giám_đốc_nghiên_cứu,4,Ly_hôn,17399,6615,9,Có,Không,22,4,3,80,1,32,1,2,5,4,1,3
33,Không,Thường_xuyên_công_tác,827,Nghiên_cứu_và_Phát_triển,1,4,Khác,1,998,3,Nữ,84,4,2,Đại_diện_chăm_sóc_sức_khỏe,2,Đã_kết_hôn,5488,20161,1,Có,Có,13,3,1,80,1,6,2,3,6,5,1,2
41,Không,Thường_xuyên_công_tác,840,Nghiên_cứu_và_Phát_triển,9,3,Y_khoa,1,999,1,Nam,64,3,5,Giám_đốc_nghiên_cứu,3,Ly_hôn,19419,3735,2,Có,Không,17,3,2,80,1,21,2,4,18,16,0,11
27,Không,Ít_khi_công_tác,1134,Nghiên_cứu_và_Phát_triển,16,4,Bằng_kỹ_thuật,1,1001,3,Nữ,37,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Đã_kết_hôn,2811,12086,9,Có,Không,14,3,2,80,1,4,2,3,2,2,2,2
45,Không,Không_công_tác,248,Nghiên_cứu_và_Phát_triển,23,2,Khoa_học_sự_sống,1,1002,4,Nam,42,3,2,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Đã_kết_hôn,3633,14039,1,Có,Có,15,3,3,80,1,9,2,3,9,8,0,8
47,Không,Ít_khi_công_tác,955,Kinh_doanh,4,2,Khoa_học_sự_sống,1,1003,4,Nữ,83,3,2,Chuyên_viên_kinh_doanh,4,Độc_thân,4163,8571,1,Có,Có,17,3,3,80,0,9,0,3,9,0,0,7
30,Có,Ít_khi_công_tác,138,Nghiên_cứu_và_Phát_triển,22,3,Khoa_học_sự_sống,1,1004,1,Nữ,48,3,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2132,11539,4,Có,Có,11,3,2,80,0,7,2,3,5,2,0,1
50,Không,Ít_khi_công_tác,939,Nghiên_cứu_và_Phát_triển,24,3,Khoa_học_sự_sống,1,1005,4,Nam,95,3,4,Giám_đốc_sản_xuất,3,Đã_kết_hôn,13973,4161,3,Có,Có,18,3,4,80,1,22,2,3,12,11,1,5
38,Không,Thường_xuyên_công_tác,1391,Nghiên_cứu_và_Phát_triển,10,1,Y_khoa,1,1006,3,Nam,66,3,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2684,12127,0,Có,Không,17,3,2,80,1,3,0,2,2,1,0,2
46,Không,Ít_khi_công_tác,566,Nghiên_cứu_và_Phát_triển,7,2,Y_khoa,1,1007,4,Nam,75,3,3,Giám_đốc_sản_xuất,3,Ly_hôn,10845,24208,6,Có,Không,13,3,2,80,1,13,3,3,8,7,0,7
24,Không,Ít_khi_công_tác,1206,Nghiên_cứu_và_Phát_triển,17,1,Y_khoa,1,1009,4,Nữ,41,2,2,Giám_đốc_sản_xuất,3,Ly_hôn,4377,24117,1,Có,Không,15,3,2,80,2,5,6,3,4,2,3,2
35,Có,Ít_khi_công_tác,622,Nghiên_cứu_và_Phát_triển,14,4,Khác,1,1010,3,Nam,39,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Ly_hôn,3743,10074,1,Có,Có,24,4,4,80,1,5,2,1,4,2,0,2
31,Không,Thường_xuyên_công_tác,853,Nghiên_cứu_và_Phát_triển,1,1,Khoa_học_sự_sống,1,1011,3,Nữ,96,3,2,Giám_đốc_sản_xuất,1,Đã_kết_hôn,4148,11275,1,Có,Không,12,3,3,80,1,4,1,3,4,3,0,3
18,Không,Không_công_tác,287,Nghiên_cứu_và_Phát_triển,5,2,Khoa_học_sự_sống,1,1012,2,Nam,73,3,1,Nhà_nghiên_cứu_khoa_học,4,Độc_thân,1051,13493,1,Có,Không,15,3,4,80,0,0,2,3,0,0,0,0
54,Không,Ít_khi_công_tác,1441,Nghiên_cứu_và_Phát_triển,17,3,Bằng_kỹ_thuật,1,1013,3,Nữ,56,3,3,Giám_đốc_sản_xuất,3,Đã_kết_hôn,10739,13943,8,Có,Không,11,3,3,80,1,22,2,3,10,7,0,8
35,Không,Ít_khi_công_tác,583,Nghiên_cứu_và_Phát_triển,25,4,Y_khoa,1,1014,3,Nữ,57,3,3,Đại_diện_chăm_sóc_sức_khỏe,3,Ly_hôn,10388,6975,1,Có,Có,11,3,3,80,1,16,3,2,16,10,10,1
30,Không,Ít_khi_công_tác,153,Nghiên_cứu_và_Phát_triển,8,2,Khoa_học_sự_sống,1,1015,2,Nữ,73,4,3,Giám_đốc_nghiên_cứu,1,Đã_kết_hôn,11416,17802,0,Có,Có,12,3,3,80,3,9,4,2,8,7,1,7
20,Có,Ít_khi_công_tác,1097,Nghiên_cứu_và_Phát_triển,11,3,Y_khoa,1,1016,4,Nữ,98,2,1,Nhà_nghiên_cứu_khoa_học,1,Độc_thân,2600,18275,1,Có,Có,15,3,1,80,0,1,2,3,1,0,0,0
30,Có,Thường_xuyên_công_tác,109,Nghiên_cứu_và_Phát_triển,5,3,Y_khoa,1,1017,2,Nữ,60,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Độc_thân,2422,25725,0,Có,Không,17,3,1,80,0,4,3,3,3,2,1,2
26,Không,Ít_khi_công_tác,1066,Nghiên_cứu_và_Phát_triển,2,2,Y_khoa,1,1018,4,Nam,32,4,2,Giám_đốc_sản_xuất,4,Đã_kết_hôn,5472,3334,1,Có,Không,12,3,2,80,0,8,2,3,8,7,1,3
22,Không,Ít_khi_công_tác,217,Nghiên_cứu_và_Phát_triển,8,1,Khoa_học_sự_sống,1,1019,2,Nam,94,1,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Đã_kết_hôn,2451,6881,1,Có,Không,15,3,1,80,1,4,3,2,4,3,1,1
48,Không,Ít_khi_công_tác,277,Nghiên_cứu_và_Phát_triển,6,3,Khoa_học_sự_sống,1,1022,1,Nam,97,2,2,Đại_diện_chăm_sóc_sức_khỏe,3,Độc_thân,4240,13119,2,Có,Không,13,3,4,80,0,19,0,3,2,2,2,2
48,Không,Ít_khi_công_tác,1355,Nghiên_cứu_và_Phát_triển,4,4,Khoa_học_sự_sống,1,1024,3,Nam,78,2,3,Đại_diện_chăm_sóc_sức_khỏe,3,Độc_thân,10999,22245,7,Có,Không,14,3,2,80,0,27,3,3,15,11,4,8
41,Không,Ít_khi_công_tác,549,Nghiên_cứu_và_Phát_triển,7,2,Y_khoa,1,1025,4,Nữ,42,3,2,Giám_đốc_sản_xuất,3,Độc_thân,5003,23371,6,Có,Không,14,3,2,80,0,8,6,3,2,2,2,1
39,Không,Ít_khi_công_tác,466,Nghiên_cứu_và_Phát_triển,1,1,Khoa_học_sự_sống,1,1026,4,Nữ,65,2,4,Giám_đốc_sản_xuất,4,Đã_kết_hôn,12742,7060,1,Có,Không,16,3,3,80,1,21,3,3,21,6,11,8
27,Không,Ít_khi_công_tác,1055,Nghiên_cứu_và_Phát_triển,2,4,Khoa_học_sự_sống,1,1027,1,Nữ,47,3,2,Giám_đốc_sản_xuất,4,Đã_kết_hôn,4227,4658,0,Có,Không,18,3,2,80,1,4,2,3,3,2,2,2
35,Không,Ít_khi_công_tác,802,Nghiên_cứu_và_Phát_triển,10,3,Khác,1,1028,2,Nam,45,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Ly_hôn,3917,9541,1,Có,Không,20,4,1,80,1,3,4,2,3,2,1,2
42,Không,Ít_khi_công_tác,265,Kinh_doanh,5,2,Tiếp_thị,1,1029,4,Nam,90,3,5,Quản_lý,3,Đã_kết_hôn,18303,7770,6,Có,Không,13,3,2,80,0,21,3,4,1,0,0,0
50,Không,Ít_khi_công_tác,804,Nghiên_cứu_và_Phát_triển,9,3,Khoa_học_sự_sống,1,1030,1,Nam,64,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Đã_kết_hôn,2380,20165,4,Có,Không,18,3,2,80,0,8,5,3,1,0,0,0
59,Không,Ít_khi_công_tác,715,Nghiên_cứu_và_Phát_triển,2,3,Khoa_học_sự_sống,1,1032,3,Nữ,69,2,4,Giám_đốc_sản_xuất,4,Độc_thân,13726,21829,3,Có,Có,13,3,1,80,0,30,4,3,5,3,4,3
37,Có,Ít_khi_công_tác,1141,Nghiên_cứu_và_Phát_triển,11,2,Y_khoa,1,1033,1,Nữ,61,1,2,Đại_diện_chăm_sóc_sức_khỏe,2,Đã_kết_hôn,4777,14382,5,Có,Không,15,3,1,80,0,15,2,1,1,0,0,0
55,Không,Thường_xuyên_công_tác,135,Nghiên_cứu_và_Phát_triển,18,4,Y_khoa,1,1034,3,Nam,62,3,2,Đại_diện_chăm_sóc_sức_khỏe,2,Đã_kết_hôn,6385,12992,3,Có,Có,14,3,4,80,2,17,3,3,8,7,6,7
41,Không,Không_công_tác,247,Nghiên_cứu_và_Phát_triển,7,1,Khoa_học_sự_sống,1,1035,2,Nữ,55,1,5,Giám_đốc_nghiên_cứu,3,Ly_hôn,19973,20284,1,Có,Không,22,4,2,80,2,21,3,3,21,16,5,10
38,Không,Ít_khi_công_tác,1035,Kinh_doanh,3,4,Khoa_học_sự_sống,1,1036,2,Nam,42,3,2,Chuyên_viên_kinh_doanh,4,Độc_thân,6861,4981,8,Có,Có,12,3,3,80,0,19,1,3,1,0,0,0
26,Có,Không_công_tác,265,Kinh_doanh,29,2,Y_khoa,1,1037,2,Nam,79,1,2,Chuyên_viên_kinh_doanh,1,Độc_thân,4969,21813,8,Có,Không,18,3,4,80,0,7,6,3,2,2,2,2
52,Có,Ít_khi_công_tác,266,Kinh_doanh,2,1,Tiếp_thị,1,1038,1,Nữ,57,1,5,Quản_lý,4,Đã_kết_hôn,19845,25846,1,Có,Không,15,3,4,80,1,33,3,3,32,14,6,9
44,Không,Ít_khi_công_tác,1448,Kinh_doanh,28,3,Y_khoa,1,1039,4,Nữ,53,4,4,Chuyên_viên_kinh_doanh,4,Đã_kết_hôn,13320,11737,3,Có,Có,18,3,3,80,1,23,2,3,12,11,11,11
50,Không,Không_công_tác,145,Kinh_doanh,1,3,Khoa_học_sự_sống,1,1040,4,Nữ,95,3,2,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,6347,24920,0,Có,Không,12,3,1,80,1,19,3,3,18,7,0,13
36,Có,Ít_khi_công_tác,885,Nghiên_cứu_và_Phát_triển,16,4,Khoa_học_sự_sống,1,1042,3,Nữ,43,4,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,2743,8269,1,Có,Không,16,3,3,80,0,18,1,3,17,13,15,14
39,Không,Thường_xuyên_công_tác,945,Nghiên_cứu_và_Phát_triển,22,3,Y_khoa,1,1043,4,Nữ,82,3,3,Giám_đốc_sản_xuất,1,Độc_thân,10880,5083,1,Có,Có,13,3,3,80,0,21,2,3,21,6,2,8
33,Không,Không_công_tác,1038,Kinh_doanh,8,1,Khoa_học_sự_sống,1,1044,2,Nữ,88,2,1,Đại_diện_kinh_doanh,4,Độc_thân,2342,21437,0,Có,Không,19,3,4,80,0,3,2,2,2,2,2,2
45,Không,Ít_khi_công_tác,1234,Kinh_doanh,11,2,Khoa_học_sự_sống,1,1045,4,Nữ,90,3,4,Quản_lý,4,Đã_kết_hôn,17650,5404,3,Có,Không,13,3,2,80,1,26,4,4,9,3,1,1
32,Không,Không_công_tác,1109,Nghiên_cứu_và_Phát_triển,29,4,Y_khoa,1,1046,4,Nữ,69,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Độc_thân,4025,11135,9,Có,Không,12,3,2,80,0,10,2,3,8,7,7,7
34,Không,Ít_khi_công_tác,216,Kinh_doanh,1,4,Tiếp_thị,1,1047,2,Nam,75,4,2,Chuyên_viên_kinh_doanh,4,Ly_hôn,9725,12278,0,Có,Không,11,3,4,80,1,16,2,2,15,1,0,9
59,Không,Ít_khi_công_tác,1089,Kinh_doanh,1,2,Bằng_kỹ_thuật,1,1048,2,Nam,66,3,3,Quản_lý,4,Đã_kết_hôn,11904,11038,3,Có,Có,14,3,3,80,1,14,1,1,6,4,0,4
45,Không,Ít_khi_công_tác,788,Nhân_sự,24,4,Y_khoa,1,1049,2,Nam,36,3,1,Nhân_sự,2,Độc_thân,2177,8318,1,Có,Không,16,3,1,80,0,6,3,3,6,3,0,4
53,Không,Thường_xuyên_công_tác,124,Kinh_doanh,2,3,Tiếp_thị,1,1050,3,Nữ,38,2,3,Chuyên_viên_kinh_doanh,2,Đã_kết_hôn,7525,23537,2,Có,Không,12,3,1,80,1,30,2,3,15,7,6,12
36,Có,Ít_khi_công_tác,660,Nghiên_cứu_và_Phát_triển,15,3,Khác,1,1052,1,Nam,81,3,2,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Ly_hôn,4834,7858,7,Có,Không,14,3,2,80,1,9,3,2,1,0,0,0
26,Có,Thường_xuyên_công_tác,342,Nghiên_cứu_và_Phát_triển,2,3,Khoa_học_sự_sống,1,1053,1,Nam,57,3,1,Nhà_nghiên_cứu_khoa_học,1,Đã_kết_hôn,2042,15346,6,Có,Có,14,3,2,80,1,6,2,3,3,2,1,2
34,Không,Ít_khi_công_tác,1333,Kinh_doanh,10,4,Khoa_học_sự_sống,1,1055,3,Nữ,87,3,1,Đại_diện_kinh_doanh,3,Đã_kết_hôn,2220,18410,1,Có,Có,19,3,4,80,1,1,2,3,1,1,0,0
28,Không,Ít_khi_công_tác,1144,Kinh_doanh,10,1,Y_khoa,1,1056,4,Nam,74,3,1,Đại_diện_kinh_doanh,2,Đã_kết_hôn,1052,23384,1,Có,Không,22,4,2,80,0,1,5,3,1,0,0,0
38,Không,Thường_xuyên_công_tác,1186,Nghiên_cứu_và_Phát_triển,3,4,Khác,1,1060,3,Nam,44,3,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2821,2997,3,Có,Không,16,3,1,80,1,8,2,3,2,2,2,2
50,Không,Ít_khi_công_tác,1464,Nghiên_cứu_và_Phát_triển,2,4,Y_khoa,1,1061,2,Nam,62,3,5,Giám_đốc_nghiên_cứu,3,Đã_kết_hôn,19237,12853,2,Có,Có,11,3,4,80,1,29,2,2,8,1,7,7
37,Không,Ít_khi_công_tác,124,Nghiên_cứu_và_Phát_triển,3,3,Khác,1,1062,4,Nữ,35,3,2,Đại_diện_chăm_sóc_sức_khỏe,2,Độc_thân,4107,13848,3,Có,Không,15,3,1,80,0,8,3,2,4,3,0,1
40,Không,Ít_khi_công_tác,300,Kinh_doanh,26,3,Tiếp_thị,1,1066,3,Nam,74,3,2,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,8396,22217,1,Có,Không,14,3,2,80,1,8,3,2,7,7,7,5
26,Không,Thường_xuyên_công_tác,921,Nghiên_cứu_và_Phát_triển,1,1,Y_khoa,1,1068,1,Nữ,66,2,1,Nhà_nghiên_cứu_khoa_học,3,Ly_hôn,2007,25265,1,Có,Không,13,3,3,80,2,5,5,3,5,3,1,3
46,Không,Ít_khi_công_tác,430,Nghiên_cứu_và_Phát_triển,1,4,Y_khoa,1,1069,4,Nam,40,3,5,Giám_đốc_nghiên_cứu,4,Ly_hôn,19627,21445,9,Có,Không,17,3,4,80,2,23,0,3,2,2,2,2
54,Không,Ít_khi_công_tác,1082,Kinh_doanh,2,4,Khoa_học_sự_sống,1,1070,3,Nữ,41,2,3,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,10686,8392,6,Có,Không,11,3,2,80,1,13,4,3,9,4,7,0
56,Không,Thường_xuyên_công_tác,1240,Nghiên_cứu_và_Phát_triển,9,3,Y_khoa,1,1071,1,Nữ,63,3,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2942,12154,2,Có,Không,19,3,2,80,1,18,4,3,5,4,0,3
36,Không,Ít_khi_công_tác,796,Nghiên_cứu_và_Phát_triển,12,5,Y_khoa,1,1073,4,Nữ,51,2,3,Giám_đốc_sản_xuất,4,Độc_thân,8858,15669,0,Có,Không,11,3,2,80,0,15,2,2,14,8,7,8
55,Không,Không_công_tác,444,Nghiên_cứu_và_Phát_triển,2,1,Y_khoa,1,1074,3,Nam,40,2,4,Quản_lý,1,Độc_thân,16756,17323,7,Có,Không,15,3,2,80,0,31,3,4,9,7,6,2
43,Không,Ít_khi_công_tác,415,Kinh_doanh,25,3,Y_khoa,1,1076,3,Nam,79,2,3,Chuyên_viên_kinh_doanh,4,Ly_hôn,10798,5268,5,Có,Không,13,3,3,80,1,18,5,3,1,0,0,0
20,Có,Thường_xuyên_công_tác,769,Kinh_doanh,9,3,Tiếp_thị,1,1077,4,Nữ,54,3,1,Đại_diện_kinh_doanh,4,Độc_thân,2323,17205,1,Có,Có,14,3,2,80,0,2,3,3,2,2,0,2
21,Có,Ít_khi_công_tác,1334,Nghiên_cứu_và_Phát_triển,10,3,Khoa_học_sự_sống,1,1079,3,Nữ,36,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,1416,17258,1,Có,Không,13,3,1,80,0,1,6,2,1,0,1,0
46,Không,Ít_khi_công_tác,1003,Nghiên_cứu_và_Phát_triển,8,4,Khoa_học_sự_sống,1,1080,4,Nữ,74,2,2,Nhà_nghiên_cứu_khoa_học,1,Ly_hôn,4615,21029,8,Có,Có,23,4,1,80,3,19,2,3,16,13,1,7
51,Có,Ít_khi_công_tác,1323,Nghiên_cứu_và_Phát_triển,4,4,Khoa_học_sự_sống,1,1081,1,Nam,34,3,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2461,10332,9,Có,Có,12,3,3,80,3,18,2,4,10,0,2,7
28,Có,Không_công_tác,1366,Nghiên_cứu_và_Phát_triển,24,2,Bằng_kỹ_thuật,1,1082,2,Nam,72,2,3,Đại_diện_chăm_sóc_sức_khỏe,1,Độc_thân,8722,12355,1,Có,Không,12,3,1,80,0,10,2,2,10,7,1,9
26,Không,Ít_khi_công_tác,192,Nghiên_cứu_và_Phát_triển,1,2,Y_khoa,1,1083,1,Nam,59,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Đã_kết_hôn,3955,11141,1,Có,Không,16,3,1,80,2,6,2,3,5,3,1,3
30,Không,Ít_khi_công_tác,1176,Nghiên_cứu_và_Phát_triển,20,3,Khác,1,1084,3,Nam,85,3,2,Giám_đốc_sản_xuất,1,Đã_kết_hôn,9957,9096,0,Có,Không,15,3,3,80,1,7,1,2,6,2,0,2
